Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.16070716469493554,0.2121494084806593,0.28436771386806564,0.2121494084806593,0.1653538321170908,
0.16562955117171985,0.2111743678008738,0.31575850088783414,0.2111743678008738,0.15288342213391706,
0.1718358189256962,0.24218028243368087,0.3080333878815566,0.24218028243368087,0.1855987408382663,
0.16385446875823886,0.2360928025309781,0.26984986882310663,0.2360928025309781,0.18804918516297686,
0.16431305265936386,0.20496238616866833,0.30620521001217216,0.20496238616866833,0.16218806873302974,
0.17697256137586975,0.22344755152947354,0.29594299406360963,0.22344755152947354,0.17626886269078876,
0.17116402116402116,0.21825396825396826,0.29000683357510126,0.21825396825396826,0.17099894967292045,
0.1653273613489659,0.20274008694506654,0.2960031017164924,0.20274008694506654,0.14489005425823948,
0.16666666666666666,0.21434200157604413,0.29861166642231357,0.21434200157604413,0.16951384349165188,
0.17176377537569207,0.20406011073029265,0.2738380344999808,0.20406011073029265,0.1500450353486692,
