Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.05554817275747508,0.09382059800664452,0.10342749747101809,0.09382059800664452,0.052882463635378824,
0.05795395081109367,0.07051282051282051,0.08946098709065295,0.07051282051282051,0.035102903670693,
0.0557826717657919,0.06554134247659238,0.09592563049393948,0.06554134247659238,0.0385917205282315,
0.0486737400530504,0.0636604774535809,0.09862191140408634,0.0636604774535809,0.03628302467082158,
0.05269429365814908,0.06619886137958426,0.0896418267521358,0.06619886137958426,0.03273242459259943,
0.05716902145473574,0.06619570905285191,0.08571229694516916,0.06619570905285191,0.032451744241732056,
0.05405405405405406,0.07313195548489666,0.08971755747911554,0.07313195548489666,0.04995521118893612,
0.05401844532279315,0.06982872200263504,0.12290741254759532,0.06982872200263504,0.0437857043460261,
0.0523664324539308,0.07596447036987936,0.0919645170585779,0.07596447036987936,0.04745629854781776,
0.047208593024797775,0.0850019891261106,0.09901076301344604,0.0850019891261106,0.046405736908142474,
