Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.2107133456172677,0.2698078441695183,0.29853926305191697,0.2698078441695183,0.20854132758277427,
0.1976974990075427,0.23633717083498743,0.35352663862079314,0.23633717083498743,0.17271546555443207,
0.19489528795811517,0.27473821989528796,0.31428670093812355,0.27473821989528796,0.2457589692854279,
0.19563492063492063,0.24232804232804234,0.2968816423335946,0.24232804232804234,0.18957421377409392,
0.19697766097240474,0.28226018396846253,0.34695822480183625,0.28226018396846253,0.2284176844509959,
0.1947451808819646,0.2743596514391339,0.3309614807811023,0.2743596514391339,0.2140224948903777,
0.20290434319211298,0.255662136957101,0.33081085482686245,0.255662136957101,0.19033957636474533,
0.1943744195303171,0.22780947326522488,0.308242678115963,0.22780947326522488,0.15661726210705765,
0.19957844816229744,0.2682123567382427,0.33277469399463183,0.2682123567382427,0.22101985682362002,
0.1919070512820513,0.24732905982905984,0.30867186407980024,0.24732905982905984,0.21284479995135874,
