Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.016889238020424194,0.02422100026184865,0.024104092073022724,0.02422100026184865,0.010546010302314736,
0.014618727775582773,0.018833135782957987,0.023672635386657263,0.018833135782957987,0.008545980067268623,
0.011895321173671689,0.019825535289452814,0.019929468265689122,0.019825535289452814,0.010924527243170964,
0.014818735115109817,0.016009526329716858,0.012647060784860222,0.016009526329716858,0.007286652276319757,
0.01775539949648867,0.021465482973366902,0.03408091313028132,0.021465482973366902,0.009931857302137845,
0.01224381155177003,0.01809954751131222,0.024426126432270084,0.01809954751131222,0.010343921849120391,
0.01785478111360931,0.019309615130273773,0.015256738131914051,0.019309615130273773,0.007332429472400757,
0.012362089591918118,0.017546191678851523,0.01883405016667365,0.017546191678851523,0.008832767159366905,
0.016522423288749016,0.01875163912929452,0.015787582362403414,0.01875163912929452,0.007544673498624442,
0.01445239989392734,0.01988862370723946,0.0175155798092769,0.01988862370723946,0.005918066029458211,
