Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.029508628639177973,0.03991568963245949,0.0647445993419671,0.03991568963245949,0.02190437820035797,
0.034195933456561925,0.04462635331396884,0.07220933482014079,0.04462635331396884,0.029343021190060874,
0.03705174010850867,0.05160778086542279,0.06261688454051888,0.05160778086542279,0.023273593031152194,
0.03244603363792875,0.047146073367765856,0.06997019863628394,0.047146073367765856,0.028556585222249898,
0.03462972828982419,0.04461907298881193,0.05976534248472595,0.04461907298881193,0.02286423456320067,
0.033570300157977885,0.04805160610847815,0.07258456893392436,0.04805160610847815,0.032519032515678885,
0.03290169133192389,0.039508456659619454,0.07480487620732708,0.039508456659619454,0.023052183302881384,
0.03326706428098078,0.04254473161033797,0.05167979363339678,0.04254473161033797,0.025390648356599713,
0.03505291005291005,0.04404761904761905,0.058789663860141436,0.04404761904761905,0.02382642958050159,
0.03472677237583541,0.04272048224348054,0.047389701239821946,0.04272048224348054,0.02429021801479659,
