Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.012270748119804723,0.026520649162158596,0.024151985575277878,0.026520649162158596,0.011856407635283246,
0.014125799573560768,0.01812366737739872,0.03547213685722349,0.01812366737739872,0.011249668179927244,
0.011780277961614825,0.022634017207147583,0.0194468604093483,0.022634017207147583,0.00996766634763177,
0.011702827087442472,0.01735700197238659,0.02228885486997355,0.01735700197238659,0.00853943308394389,
0.011500401176785236,0.024338058304359454,0.02510274740989206,0.024338058304359454,0.010919371956187194,
0.013577643026627999,0.020564197205378328,0.01760211235675963,0.020564197205378328,0.010049288612488015,
0.014112371405961487,0.022025850699024005,0.017438497969124726,0.022025850699024005,0.009793339137835895,
0.013848588762859404,0.02374043787918755,0.03664959093185025,0.02374043787918755,0.00996861704029615,
0.012663237039968342,0.019918216594116873,0.02325454817441715,0.019918216594116873,0.010229157197866564,
0.01486791450949157,0.016859153059869906,0.03168858250839226,0.016859153059869906,0.007479876705559838,
