Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.19503826867247295,0.25758775402480866,0.2768702023938629,0.25758775402480866,0.23042848868295168,
0.20147874306839186,0.23910747293372062,0.30370983741134033,0.23910747293372062,0.19726705059192112,
0.20652889298407265,0.23838357246281427,0.3468790981129796,0.23838357246281427,0.1644727418111094,
0.19655081621906267,0.26487625065824116,0.30873858338925964,0.26487625065824116,0.22242049263393882,
0.19984181386765093,0.2548114948589507,0.3325930855624942,0.2548114948589507,0.2130901900539134,
0.19685974402955536,0.27219949861459297,0.3571740914551935,0.27219949861459297,0.21276949021246114,
0.20089344369990803,0.2500328471948496,0.26620658553520005,0.2500328471948496,0.22019095885284265,
0.2031332280147446,0.2544760400210637,0.32536844634470724,0.2544760400210637,0.1946863761643618,
0.1998170412963931,0.27169367485624674,0.2824869213371572,0.27169367485624674,0.1954070878674571,
0.2010876774107972,0.2398196047221117,0.32540302526991816,0.2398196047221117,0.18050666452760977,
