Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.01739699149771092,0.02223675604970569,0.020947946385237275,0.02223675604970569,0.011628399459117951,
0.01553858309191467,0.028180142217540165,0.04163322408237932,0.028180142217540165,0.01158911465306441,
0.012856196156394963,0.02041086812458582,0.03257699333241893,0.02041086812458582,0.011051138025761879,
0.016376122556788168,0.020998415213946117,0.02070698726460624,0.020998415213946117,0.009846548189995388,
0.01573357807788121,0.02609151697915301,0.033433291484756045,0.02609151697915301,0.012903896533132815,
0.016341591987348445,0.021349499209277808,0.023049401286203565,0.021349499209277808,0.012224192221634268,
0.01720514841082217,0.02180194378775939,0.028376565948089044,0.02180194378775939,0.011980327294442783,
0.018222633038425987,0.026673709230159777,0.02099716281878221,0.026673709230159777,0.013618101696412057,
0.01647120832784293,0.02411384899196205,0.020884955557800865,0.02411384899196205,0.01028495277870021,
0.01249667641584685,0.018213241159266154,0.02538324334004391,0.018213241159266154,0.011219599464135716,
