Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.030107809623981067,0.05548251380489087,0.057718583649142376,0.05548251380489087,0.02902692582524194,
0.02475442043222004,0.03824492468893255,0.04549846215308621,0.03824492468893255,0.01955928972134275,
0.030035568436306153,0.03938874983533131,0.06227334986517335,0.03938874983533131,0.020567923034037868,
0.028376388702984874,0.03921831080176683,0.05596701490891877,0.03921831080176683,0.02456111050836598,
0.029683377308707123,0.035883905013192614,0.04687914708923273,0.035883905013192614,0.022077832187219308,
0.031996813595326606,0.05045140732873075,0.040385735889555005,0.05045140732873075,0.020660109257929313,
0.03243744207599629,0.05468025949953661,0.07232607128554674,0.05468025949953661,0.02642892558427686,
0.030761071333863698,0.03990983823919385,0.05636192744967341,0.03990983823919385,0.024000860551721275,
0.030058262711864406,0.04184322033898305,0.04383787150113143,0.04184322033898305,0.022004905319358205,
0.02573238321456849,0.03417788334652943,0.05858364727908385,0.03417788334652943,0.021175018924433422,
