Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.023487731268862354,0.032148012071906575,0.03737669890068611,0.032148012071906575,0.016654536336614085,
0.020200686559281752,0.03459202534988117,0.025430531054008602,0.03459202534988117,0.013492924107724888,
0.01935139463499266,0.021353263045509142,0.02578173989612019,0.021353263045509142,0.009723354827265003,
0.020686911550192283,0.02333907969765283,0.02646653108209035,0.02333907969765283,0.01068187690535732,
0.018770654329147388,0.03529411764705882,0.04129371336847567,0.03529411764705882,0.015241430588354508,
0.019138755980861243,0.025784157363104732,0.0321239688684314,0.025784157363104732,0.01605867221406463,
0.022949089949881298,0.02927987338433131,0.0379151180795278,0.02927987338433131,0.014251610050544202,
0.022526676327229614,0.030430773284152286,0.041212409572609784,0.030430773284152286,0.014189131208383778,
0.01937269372693727,0.03176067474960464,0.036620872929532394,0.03176067474960464,0.012058638166161756,
0.02180520681908286,0.02907360909211048,0.044811310476486406,0.02907360909211048,0.014302679933006211,
