Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.02086910579844142,0.024831594241183464,0.027984122186897078,0.024831594241183464,0.010265875162184235,
0.02005768222338752,0.023203985317252228,0.023328531660417096,0.023203985317252228,0.010330324316939454,
0.01804192093393473,0.02494030246749801,0.021650112076710158,0.02494030246749801,0.010502458957191523,
0.020634920634920634,0.02433862433862434,0.03520056345561745,0.02433862433862434,0.010759761293048448,
0.016886543535620052,0.020844327176781002,0.029906870957859814,0.020844327176781002,0.010179530659436664,
0.019307589880159785,0.023169107856191744,0.03318417188536672,0.023169107856191744,0.008181905285941116,
0.020910534674430915,0.02541026998411858,0.030100593297357994,0.02541026998411858,0.010978290305902446,
0.01985440105890139,0.02329583057577763,0.02965678781228006,0.02329583057577763,0.010641439152979585,
0.017444165455266288,0.021144442976080348,0.022316248356083812,0.021144442976080348,0.010509366855703176,
0.012611177485729458,0.018584893136864462,0.033143236933857824,0.018584893136864462,0.012644808151525756,
