Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.014806980433632998,0.017583289264939187,0.01845868113659837,0.017583289264939187,0.007595071780306107,
0.011725955204216074,0.01370223978919631,0.012623462492550825,0.01370223978919631,0.004273784445674315,
0.014378050389130722,0.01662049861495845,0.020822232086841398,0.01662049861495845,0.005945531298332409,
0.012456930824277764,0.016962629207527165,0.01742567477555062,0.016962629207527165,0.006927550463005632,
0.01300578034682081,0.0162900683131897,0.030826767284609927,0.0162900683131897,0.006477490452346174,
0.010962884691586317,0.015717870822876765,0.02567927249987064,0.015717870822876765,0.008887010272263378,
0.013095861707700367,0.020822420115243583,0.016902596824622373,0.020822420115243583,0.006424464417027208,
0.011801730920535013,0.013375295043273014,0.014324247865259864,0.013375295043273014,0.005224553315891612,
0.010423538725425518,0.012666578704314554,0.01557600148782791,0.012666578704314554,0.00541382184774235,
0.011310711909514305,0.01383898868928809,0.01742157788973314,0.01383898868928809,0.005849428932457424,
