Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.023929805902685456,0.032039351236373304,0.0390006449063707,0.032039351236373304,0.01614724124626576,
0.024831594241183464,0.030379078061022323,0.027115998082795176,0.030379078061022323,0.013533250296709046,
0.025664648591734666,0.030929191892603316,0.03587077652305868,0.030929191892603316,0.01402079915531267,
0.024196747322491077,0.03080788047071268,0.0427388905272646,0.03080788047071268,0.017989336516363776,
0.024020060710043555,0.029695129998680216,0.05433034710564017,0.029695129998680216,0.012092800945892478,
0.020378457059679767,0.03678708482201932,0.03593911628918846,0.03678708482201932,0.017673154907898517,
0.02478688524590164,0.031475409836065574,0.040156520591896894,0.031475409836065574,0.017333164997946855,
0.021380493599049755,0.038537679820509436,0.03637510782728205,0.038537679820509436,0.019090551827579745,
0.024033437826541274,0.028474399164054337,0.03565662151319612,0.028474399164054337,0.016499252092422003,
0.02221634488230627,0.030018513620735255,0.040602624322022225,0.030018513620735255,0.01831023153409579,
