Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.011021112734032666,0.018457044217235426,0.045499440577286984,0.018457044217235426,0.009220165215576039,
0.011792765337220087,0.016695375645952033,0.022574865305428467,0.016695375645952033,0.010759290800747381,
0.012924716855429714,0.016655562958027982,0.01830670489235274,0.016655562958027982,0.007251038390345658,
0.012078577117069287,0.014335014600477834,0.01510007093643436,0.014335014600477834,0.005969820478325182,
0.012626262626262626,0.018740031897926633,0.024891576988864232,0.018740031897926633,0.008076439050112004,
0.012702985856469355,0.01676270298585647,0.00626703020021972,0.01676270298585647,0.003918331634950596,
0.01174297400712495,0.015173505739543475,0.010598518333461968,0.015173505739543475,0.004478450427331492,
0.012830687830687831,0.020105820105820106,0.017485760286949207,0.020105820105820106,0.008438213139879844,
0.012998949579831933,0.02022058823529412,0.029795958507384854,0.02022058823529412,0.008943174152268783,
0.012164484992727754,0.016131164881660717,0.03560502033945645,0.016131164881660717,0.008234840551231436,
