Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.09136190850701272,0.13461790536112203,0.17671050972891447,0.13461790536112203,0.10116323436683276,
0.09737085480248382,0.13145725987580922,0.17726973536309354,0.13145725987580922,0.08757827581381547,
0.09113856782250565,0.10894114521057527,0.15709056335234914,0.10894114521057527,0.07355012675574008,
0.09150930938861745,0.1395748052291034,0.17946740901527744,0.1395748052291034,0.09616633918601204,
0.08897969944634854,0.11020300553651463,0.15836149374755304,0.11020300553651463,0.07145401608501392,
0.09333685880486516,0.11396086726599683,0.1617088610329487,0.11396086726599683,0.07739749774314549,
0.08671586715867159,0.12743806009488667,0.18384124811044147,0.12743806009488667,0.09350908496745376,
0.09425529117917707,0.1098987774418299,0.15753152633798106,0.1098987774418299,0.06082166295167122,
0.09016393442622951,0.11435748281332628,0.14315792727417426,0.11435748281332628,0.06987914796339295,
0.08975208802863582,0.10632374386848734,0.15363211338285795,0.10632374386848734,0.06875436184370116,
