Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.07217448777263714,0.08790482485128882,0.12334835733424689,0.08790482485128882,0.053160250013662494,
0.06784313725490196,0.0796078431372549,0.12301058722792228,0.0796078431372549,0.04584693693897082,
0.062467053241960994,0.11636794939377965,0.1317118237568172,0.11636794939377965,0.07434892444845882,
0.06760860953387032,0.08649148289977551,0.11993680131716952,0.08649148289977551,0.05013125647022223,
0.06622864651773981,0.1038107752956636,0.13045741052145654,0.1038107752956636,0.059430066174972596,
0.06856010568031704,0.08626155878467635,0.11511381358931884,0.08626155878467635,0.054654379068043005,
0.0675249605885444,0.08933263268523384,0.1253314608739759,0.08933263268523384,0.057378783319528934,
0.06734317343173432,0.08447548761201898,0.13803268581133132,0.08447548761201898,0.055084450282772854,
0.0660414740457007,0.08862765816933034,0.12358368091968484,0.08862765816933034,0.05827093089858765,
0.07051114023591087,0.09003931847968545,0.13070094438141197,0.09003931847968545,0.05822114033739914,
