Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.06795988387437318,0.08709422011084719,0.11239439430825647,0.08709422011084719,0.05589282980610007,
0.07679067920031775,0.09876870117833973,0.12122558432959375,0.09876870117833973,0.06261090176364222,
0.06702731231033118,0.09407573558516955,0.1337040883980819,0.09407573558516955,0.06193816406171343,
0.07126771757848721,0.09166777056563784,0.10935374858169049,0.09166777056563784,0.052744602485262575,
0.07118285260650965,0.11722677957131517,0.12610886400860172,0.11722677957131517,0.07499207967216713,
0.07006622516556292,0.10701986754966887,0.1162750803217778,0.10701986754966887,0.057837823890088555,
0.07048048845234935,0.0994159808866472,0.15007659107433036,0.0994159808866472,0.07235614456618558,
0.07488402915838303,0.09940357852882704,0.13196493750357077,0.09940357852882704,0.0652367972337239,
0.06923381247527363,0.09217987603850719,0.17080712234018075,0.09217987603850719,0.06228266143582755,
0.06904761904761905,0.10092592592592593,0.13103625117736614,0.10092592592592593,0.07049860670440916,
