Majority Class Accuracy,Accuracy,Precision,Recall,F Score,Support
0.09703468361133175,0.1462801164945724,0.18793865815555064,0.1462801164945724,0.10134734406283555,
0.09938214802155909,0.12028394899434731,0.19674008601517054,0.12028394899434731,0.08272055004799793,
0.10090042372881355,0.14671610169491525,0.1562764315935897,0.14671610169491525,0.09557487549865308,
0.10114128295946478,0.12383576019939656,0.17241722445546853,0.12383576019939656,0.07929226860308002,
0.0978246539222149,0.13843111404087013,0.1584380839838742,0.13843111404087013,0.09797925147928682,
0.09763821084575802,0.11769362712758939,0.1882184545357938,0.11769362712758939,0.08308572871392768,
0.10104111051788575,0.1258675920982381,0.1990606296971939,0.1258675920982381,0.08541766800589488,
0.10128425791076394,0.1220707003839534,0.19406851677519882,0.1220707003839534,0.07700248302556781,
0.10475814931650894,0.15391692954784436,0.18389995556778058,0.15391692954784436,0.10479311856927094,
0.10460361429890516,0.12597282680385175,0.1810619121296313,0.12597282680385175,0.08928850406755016,
