filename,t_score,p_value,stat_signif,classifier_mean,majority_class_mean,classifier_std_error,majority_class_std_error,classifier_CI_str,majority_class_CI_str,components,F,T,GROUP,K,CRIT
F=cate-all_T=log-range_GROUP=8_CRIT=gini,-2.157895009538961,0.0351059564037593,-1,0.6870534052958289,0.6939189128102614,0.0119270303561761,0.0127050686776831,"[0.6637, 0.7104]","[0.6690, 0.7188]","['F=cate-all', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate-all,log-range,8,,gini
F=cate-all_T=log-range_GROUP=8_CRIT=log-loss,-1.967839099397421,0.0539065652572492,0,0.6926856620496598,0.7006591160621525,0.0163254027983995,0.0150337595392961,"[0.6607, 0.7247]","[0.6712, 0.7301]","['F=cate-all', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate-all,log-range,8,,log-loss
F=cate-all_T=log-range_GROUP=8_CRIT=random,-1.8891624033531311,0.0639131374680619,0,0.6898621734955322,0.6968030257688568,0.0135762570738194,0.0148540110977903,"[0.6633, 0.7165]","[0.6677, 0.7259]","['F=cate-all', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate-all,log-range,8,,random
F=cate-all_T=range_GROUP=8_CRIT=entropy,-2.150423430135845,0.0357030090145378,-1,0.6913560555548944,0.7003465762355471,0.0163105837604369,0.0160729917325649,"[0.6594, 0.7233]","[0.6688, 0.7318]","['F=cate-all', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate-all,range,8,,entropy
F=cate-all_T=range_GROUP=8_CRIT=gini,-1.9420632586737252,0.0570060423223596,0,0.6897457243110555,0.6963430249626794,0.0135155187032599,0.0127879143616185,"[0.6633, 0.7162]","[0.6713, 0.7214]","['F=cate-all', 'T=range', 'GROUP=8', 'CRIT=gini']",cate-all,range,8,,gini
F=cate-all_T=range_GROUP=8_CRIT=log-loss,-1.8821849603792604,0.0648491972301257,0,0.6939970002684503,0.7009564980278092,0.0147451896904141,0.013883032068974,"[0.6651, 0.7229]","[0.6737, 0.7282]","['F=cate-all', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate-all,range,8,,log-loss
F=cate-all_T=range_GROUP=8_CRIT=random,-2.059859087829967,0.0440047878799166,-1,0.6878315977441749,0.6952321609274832,0.0148906379818193,0.0128648724281849,"[0.6586, 0.7170]","[0.6700, 0.7204]","['F=cate-all', 'T=range', 'GROUP=8', 'CRIT=random']",cate-all,range,8,,random
F=cate1-recc_T=freq_GROUP=8_CRIT=entropy,41.45537368959808,2.7757133421012553e-44,1,0.2438219813592225,0.1239491808545397,0.0119031756683174,0.0104478119912088,"[0.2205, 0.2672]","[0.1035, 0.1444]","['F=cate1-recc', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate1-recc,freq,8,,entropy
F=cate1-recc_T=freq_GROUP=8_CRIT=gini,36.10393998120586,7.120449119397705e-39,1,0.24196516183987,0.1284405190165866,0.0139666674516776,0.0100770371951535,"[0.2146, 0.2693]","[0.1087, 0.1482]","['F=cate1-recc', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate1-recc,freq,8,,gini
F=cate1-recc_T=freq_GROUP=8_CRIT=log-loss,38.73645599265252,7.001799712013013e-41,1,0.2393817265949471,0.1272207092415248,0.0127171997126136,0.0094756891827255,"[0.2145, 0.2643]","[0.1086, 0.1458]","['F=cate1-recc', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate1-recc,freq,8,,log-loss
F=cate1-recc_T=freq_GROUP=8_CRIT=random,32.98290406201071,1.0694801284659938e-38,1,0.2428478887805984,0.124729923161491,0.014877591315801,0.0127829732919474,"[0.2137, 0.2720]","[0.0997, 0.1498]","['F=cate1-recc', 'T=freq', 'GROUP=8', 'CRIT=random']",cate1-recc,freq,8,,random
F=cate1-recc_T=kmeans_GROUP=8_CRIT=entropy,-1.505803673276338,0.1375666418675646,0,0.4671864665690085,0.4727687078342193,0.0138926467127443,0.0148082198447893,"[0.4400, 0.4944]","[0.4437, 0.5018]","['F=cate1-recc', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate1-recc,kmeans,8,,entropy
F=cate1-recc_T=kmeans_GROUP=8_CRIT=gini,-1.7807633637824545,0.0803044088879874,0,0.4614575110927347,0.4695534798135975,0.0188731364232342,0.0162444740218645,"[0.4245, 0.4984]","[0.4377, 0.5014]","['F=cate1-recc', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate1-recc,kmeans,8,,gini
F=cate1-recc_T=kmeans_GROUP=8_CRIT=log-loss,-3.468182774493336,0.0009944207990408,-1,0.4591382403633613,0.4707816297114623,0.012912080366243,0.0130920698243575,"[0.4338, 0.4844]","[0.4451, 0.4964]","['F=cate1-recc', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate1-recc,kmeans,8,,log-loss
F=cate1-recc_T=kmeans_GROUP=8_CRIT=random,-3.535079485655095,0.0008109896151081,-1,0.4588618422799678,0.4729023324139526,0.0148219647336182,0.0159234379938984,"[0.4298, 0.4879]","[0.4417, 0.5041]","['F=cate1-recc', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate1-recc,kmeans,8,,random
F=cate1-recc_T=log-range_GROUP=8_CRIT=entropy,-3.902465306365174,0.0002521708194822,-1,0.6851153083001548,0.6984760979190977,0.0138536701668845,0.0126381651251296,"[0.6580, 0.7123]","[0.6737, 0.7232]","['F=cate1-recc', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate1-recc,log-range,8,,entropy
F=cate1-recc_T=log-range_GROUP=8_CRIT=gini,-3.751532971811873,0.0004082348928455,-1,0.6912308619124282,0.7034894821227208,0.0127341290042046,0.0125763291925207,"[0.6663, 0.7162]","[0.6788, 0.7281]","['F=cate1-recc', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate1-recc,log-range,8,,gini
F=cate1-recc_T=log-range_GROUP=8_CRIT=log-loss,-2.4945410875817338,0.0154825222072075,-1,0.6885094692220143,0.6985218934555653,0.0154992623395774,0.0155908521801339,"[0.6581, 0.7189]","[0.6680, 0.7291]","['F=cate1-recc', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate1-recc,log-range,8,,log-loss
F=cate1-recc_T=log-range_GROUP=8_CRIT=random,-2.792383527581926,0.0070751822040124,-1,0.6837436235439783,0.6943706645373078,0.0148164942726571,0.0146621127803553,"[0.6547, 0.7128]","[0.6656, 0.7231]","['F=cate1-recc', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate1-recc,log-range,8,,random
F=cate1-recc_T=range_GROUP=8_CRIT=entropy,-2.6673349635479138,0.0099013097242703,-1,0.6889885661898115,0.699347092836933,0.0154642103647116,0.0146047720048428,"[0.6587, 0.7193]","[0.6707, 0.7280]","['F=cate1-recc', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate1-recc,range,8,,entropy
F=cate1-recc_T=range_GROUP=8_CRIT=gini,-3.6198132427062175,0.0006322560977347,-1,0.6841568113507964,0.6977903248409114,0.0157899067296207,0.0132756348525437,"[0.6532, 0.7151]","[0.6718, 0.7238]","['F=cate1-recc', 'T=range', 'GROUP=8', 'CRIT=gini']",cate1-recc,range,8,,gini
F=cate1-recc_T=range_GROUP=8_CRIT=log-loss,-2.659568185596759,0.010098980596215,-1,0.691221633874946,0.7019739273020266,0.0157443186565536,0.0155711534856161,"[0.6604, 0.7221]","[0.6715, 0.7325]","['F=cate1-recc', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate1-recc,range,8,,log-loss
F=cate1-recc_T=range_GROUP=8_CRIT=random,-3.3562981356571093,0.0014126431709464,-1,0.6863595402858343,0.6973238485886099,0.0135074743786279,0.0117347727128119,"[0.6599, 0.7128]","[0.6743, 0.7203]","['F=cate1-recc', 'T=range', 'GROUP=8', 'CRIT=random']",cate1-recc,range,8,,random
F=cate1_T=freq_GROUP=8_CRIT=entropy,37.86424946933645,4.794123057979866e-40,1,0.2344033900468299,0.1273844761862117,0.0125170941943535,0.0091091037284306,"[0.2099, 0.2589]","[0.1095, 0.1452]","['F=cate1', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate1,freq,8,,entropy
F=cate1_T=freq_GROUP=8_CRIT=gini,42.98297495658865,3.0846589612102213e-44,1,0.241940138606243,0.1221379574099779,0.0119066362059186,0.0095544052351364,"[0.2186, 0.2653]","[0.1034, 0.1409]","['F=cate1', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate1,freq,8,,gini
F=cate1_T=freq_GROUP=8_CRIT=log-loss,35.211838676275974,7.117157779227522e-40,1,0.2305637956587626,0.1216958961913342,0.0130680087146109,0.010770498209256,"[0.2050, 0.2562]","[0.1006, 0.1428]","['F=cate1', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate1,freq,8,,log-loss
F=cate1_T=freq_GROUP=8_CRIT=random,33.46719377123378,2.928124084861806e-39,1,0.2327894873033756,0.1250594317299729,0.0131837829070921,0.0117064872540418,"[0.2069, 0.2586]","[0.1021, 0.1480]","['F=cate1', 'T=freq', 'GROUP=8', 'CRIT=random']",cate1,freq,8,,random
F=cate1_T=kmeans_GROUP=8_CRIT=entropy,-1.1085045741086212,0.2722363245948397,0,0.4613068810911505,0.4665930864972465,0.0190223496131904,0.017899322983465,"[0.4240, 0.4986]","[0.4315, 0.5017]","['F=cate1', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate1,kmeans,8,,entropy
F=cate1_T=kmeans_GROUP=8_CRIT=gini,2.564961574531132e-05,0.9999796281986392,0,0.4675202295752519,0.4675201411116328,0.0149510775856087,0.0115463385701519,"[0.4382, 0.4968]","[0.4449, 0.4902]","['F=cate1', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate1,kmeans,8,,gini
F=cate1_T=kmeans_GROUP=8_CRIT=log-loss,-0.8256187299415132,0.412417969315359,0,0.4675467283756111,0.4707241293615578,0.0153850083728637,0.0144094457768221,"[0.4374, 0.4977]","[0.4425, 0.4990]","['F=cate1', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate1,kmeans,8,,log-loss
F=cate1_T=kmeans_GROUP=8_CRIT=random,-1.5353801950924293,0.1302171148943629,0,0.4654852742518249,0.4715279210048148,0.0161903419848087,0.0142317227598842,"[0.4338, 0.4972]","[0.4436, 0.4994]","['F=cate1', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate1,kmeans,8,,random
F=cate1_T=log-range_GROUP=8_CRIT=entropy,-2.686393609496875,0.0094078328421685,-1,0.6936588812036005,0.7010864059882563,0.0108454653606555,0.0105693329112925,"[0.6724, 0.7149]","[0.6804, 0.7218]","['F=cate1', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate1,log-range,8,,entropy
F=cate1_T=log-range_GROUP=8_CRIT=gini,-2.412902158779862,0.0190520699375311,-1,0.6875229999043427,0.6948279598588111,0.0110197021160292,0.0123907717406493,"[0.6659, 0.7091]","[0.6705, 0.7191]","['F=cate1', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate1,log-range,8,,gini
F=cate1_T=log-range_GROUP=8_CRIT=log-loss,-1.7190720325539035,0.0909347973605722,0,0.6962905008348803,0.7007780135143928,0.0100908588611371,0.010129387868278,"[0.6765, 0.7161]","[0.6809, 0.7206]","['F=cate1', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate1,log-range,8,,log-loss
F=cate1_T=log-range_GROUP=8_CRIT=random,-2.7577145760823765,0.0077728172943863,-1,0.6868095241942125,0.6953491203461781,0.012146897148229,0.011837427505051,"[0.6630, 0.7106]","[0.6721, 0.7186]","['F=cate1', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate1,log-range,8,,random
F=cate1_T=range_GROUP=8_CRIT=entropy,-1.7988151204526452,0.0772638374148748,0,0.6908236784388346,0.6982196003014037,0.0155327342221916,0.0163058258628692,"[0.6604, 0.7213]","[0.6663, 0.7302]","['F=cate1', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate1,range,8,,entropy
F=cate1_T=range_GROUP=8_CRIT=gini,-2.5072943334614246,0.0151341398335283,-1,0.6915550165961267,0.6984202607959623,0.0117263615305656,0.0093493105575026,"[0.6686, 0.7145]","[0.6801, 0.7167]","['F=cate1', 'T=range', 'GROUP=8', 'CRIT=gini']",cate1,range,8,,gini
F=cate1_T=range_GROUP=8_CRIT=log-loss,-2.1024145925968587,0.0398684128036795,-1,0.6858032873841177,0.6936796577056338,0.0144940489210676,0.014524997885869,"[0.6574, 0.7142]","[0.6652, 0.7221]","['F=cate1', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate1,range,8,,log-loss
F=cate1_T=range_GROUP=8_CRIT=random,-2.012562830423137,0.0488464840456241,-1,0.6862497551499396,0.6956222007959474,0.0187987502106481,0.0172403075929212,"[0.6494, 0.7231]","[0.6618, 0.7294]","['F=cate1', 'T=range', 'GROUP=8', 'CRIT=random']",cate1,range,8,,random
F=cate2-recc_T=freq_GROUP=8_CRIT=entropy,39.28714550710081,6.771792883839739e-40,1,0.2307346616736499,0.1235268317282443,0.0123476930314151,0.0084219598612742,"[0.2065, 0.2549]","[0.1070, 0.1400]","['F=cate2-recc', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate2-recc,freq,8,,entropy
F=cate2-recc_T=freq_GROUP=8_CRIT=gini,33.23448295649778,2.9460431521712633e-34,1,0.2348537099000739,0.123184964995308,0.0158641821730197,0.0093285087361991,"[0.2038, 0.2659]","[0.1049, 0.1415]","['F=cate2-recc', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate2-recc,freq,8,,gini
F=cate2-recc_T=freq_GROUP=8_CRIT=log-loss,43.33818280532192,1.1865854944910276e-45,1,0.2360745137745662,0.1260144162491606,0.0094078233788723,0.0102457039279452,"[0.2176, 0.2545]","[0.1059, 0.1461]","['F=cate2-recc', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate2-recc,freq,8,,log-loss
F=cate2-recc_T=freq_GROUP=8_CRIT=random,29.969641661397183,1.5298011583829892e-34,1,0.2295799945252157,0.1248966099961504,0.0156314094274566,0.0110311602624318,"[0.1989, 0.2602]","[0.1033, 0.1465]","['F=cate2-recc', 'T=freq', 'GROUP=8', 'CRIT=random']",cate2-recc,freq,8,,random
F=cate2-recc_T=kmeans_GROUP=8_CRIT=entropy,-1.3709361562517373,0.1757634642909324,0,0.4650988781878061,0.4714456935343589,0.0190471713563143,0.0167387821148353,"[0.4278, 0.5024]","[0.4386, 0.5043]","['F=cate2-recc', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate2-recc,kmeans,8,,entropy
F=cate2-recc_T=kmeans_GROUP=8_CRIT=gini,-1.3396098587738057,0.1857424682274408,0,0.4691409593824446,0.4745230942356518,0.0168081382881663,0.0142035581821313,"[0.4362, 0.5021]","[0.4467, 0.5024]","['F=cate2-recc', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate2-recc,kmeans,8,,gini
F=cate2-recc_T=kmeans_GROUP=8_CRIT=log-loss,-1.2968399634813363,0.1998581444190953,0,0.4647849280656388,0.4713692184781624,0.0188165797550686,0.020476062688624,"[0.4279, 0.5017]","[0.4312, 0.5115]","['F=cate2-recc', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate2-recc,kmeans,8,,log-loss
F=cate2-recc_T=kmeans_GROUP=8_CRIT=random,-1.3393689870541765,0.1858064360794137,0,0.4648099597171304,0.4707999498968733,0.0186437399849178,0.0158883921707998,"[0.4283, 0.5014]","[0.4397, 0.5019]","['F=cate2-recc', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate2-recc,kmeans,8,,random
F=cate2-recc_T=log-range_GROUP=8_CRIT=entropy,-2.663914315531115,0.0099838654867317,-1,0.6949279876309332,0.7045671897753877,0.0141076719416141,0.0139199805221173,"[0.6673, 0.7226]","[0.6773, 0.7319]","['F=cate2-recc', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate2-recc,log-range,8,,entropy
F=cate2-recc_T=log-range_GROUP=8_CRIT=gini,-1.727720791519495,0.0893771048534701,0,0.6870820155569457,0.6939293869250612,0.0149080360152375,0.0157787354852016,"[0.6579, 0.7163]","[0.6630, 0.7249]","['F=cate2-recc', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate2-recc,log-range,8,,gini
F=cate2-recc_T=log-range_GROUP=8_CRIT=log-loss,-2.1256168598374368,0.0378301047185975,-1,0.6931976939281547,0.7001040733390185,0.0130568930096341,0.0120921678868733,"[0.6676, 0.7188]","[0.6764, 0.7238]","['F=cate2-recc', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate2-recc,log-range,8,,log-loss
F=cate2-recc_T=log-range_GROUP=8_CRIT=random,-2.3527314575510925,0.0220598304755547,-1,0.6871719153025511,0.6955822302815632,0.0142129640177014,0.0134664987548433,"[0.6593, 0.7150]","[0.6692, 0.7220]","['F=cate2-recc', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate2-recc,log-range,8,,random
F=cate2-recc_T=range_GROUP=8_CRIT=entropy,-2.5667427448030327,0.0128689761598571,-1,0.6886959086354183,0.6984087877146207,0.0146261589477131,0.0146854983339069,"[0.6600, 0.7174]","[0.6696, 0.7272]","['F=cate2-recc', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate2-recc,range,8,,entropy
F=cate2-recc_T=range_GROUP=8_CRIT=gini,-2.9221238909531757,0.0049596731910415,-1,0.6865636282462522,0.69557532981882,0.0124391204980819,0.0114276779676282,"[0.6622, 0.7109]","[0.6732, 0.7180]","['F=cate2-recc', 'T=range', 'GROUP=8', 'CRIT=gini']",cate2-recc,range,8,,gini
F=cate2-recc_T=range_GROUP=8_CRIT=log-loss,-2.36117613465396,0.0216060857983309,-1,0.6869244736815752,0.6953797360809316,0.0135299009027009,0.0141999528914182,"[0.6604, 0.7134]","[0.6675, 0.7232]","['F=cate2-recc', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate2-recc,range,8,,log-loss
F=cate2-recc_T=range_GROUP=8_CRIT=random,-2.725358866059733,0.0084846323336182,-1,0.6840404844265829,0.6939826499368771,0.0145204045998424,0.013725869634711,"[0.6556, 0.7125]","[0.6671, 0.7209]","['F=cate2-recc', 'T=range', 'GROUP=8', 'CRIT=random']",cate2-recc,range,8,,random
F=cate2_T=freq_GROUP=8_CRIT=entropy,32.42142826300489,5.543093706763171e-38,1,0.2238607920320561,0.1270175916099034,0.0126118690349664,0.010421516613296,"[0.1991, 0.2486]","[0.1066, 0.1474]","['F=cate2', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate2,freq,8,,entropy
F=cate2_T=freq_GROUP=8_CRIT=gini,29.78973857592833,1.4503239301446469e-33,1,0.2196722526513951,0.1273304433913219,0.0141791634468755,0.0093387091237683,"[0.1919, 0.2475]","[0.1090, 0.1456]","['F=cate2', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate2,freq,8,,gini
F=cate2_T=freq_GROUP=8_CRIT=log-loss,32.94864389988006,3.032622291999289e-39,1,0.2179105198281746,0.1235381783038186,0.0110308477038733,0.0111549991834451,"[0.1963, 0.2395]","[0.1017, 0.1454]","['F=cate2', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate2,freq,8,,log-loss
F=cate2_T=freq_GROUP=8_CRIT=random,34.47751814989235,3.6315411883038646e-35,1,0.2248469315683468,0.1258979684029017,0.0135036829591132,0.008046737550776,"[0.1984, 0.2513]","[0.1101, 0.1417]","['F=cate2', 'T=freq', 'GROUP=8', 'CRIT=random']",cate2,freq,8,,random
F=cate2_T=kmeans_GROUP=8_CRIT=entropy,-0.5714947400285038,0.5698827288403858,0,0.4621897327008758,0.4643369295151244,0.015039922774612,0.0140459288634276,"[0.4327, 0.4917]","[0.4368, 0.4919]","['F=cate2', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate2,kmeans,8,,entropy
F=cate2_T=kmeans_GROUP=8_CRIT=gini,0.4627622548259784,0.6452767176321508,0,0.4688295935248377,0.4672171595842442,0.0129618795854423,0.0140076502321113,"[0.4434, 0.4942]","[0.4398, 0.4947]","['F=cate2', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate2,kmeans,8,,gini
F=cate2_T=kmeans_GROUP=8_CRIT=log-loss,-0.2608586840520163,0.7951391969299636,0,0.4664998472686024,0.4675739070440678,0.0168914380831026,0.0149421892595142,"[0.4334, 0.4996]","[0.4383, 0.4969]","['F=cate2', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate2,kmeans,8,,log-loss
F=cate2_T=kmeans_GROUP=8_CRIT=random,-0.6287624176341539,0.5319898343820705,0,0.4698112632691755,0.4719100486498752,0.0134496497486864,0.0123841323522919,"[0.4434, 0.4962]","[0.4476, 0.4962]","['F=cate2', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate2,kmeans,8,,random
F=cate2_T=log-range_GROUP=8_CRIT=entropy,-1.390290086411525,0.1697770285702239,0,0.6931760258905172,0.6991385715100947,0.0171583144476838,0.0160431372882095,"[0.6595, 0.7268]","[0.6677, 0.7306]","['F=cate2', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate2,log-range,8,,entropy
F=cate2_T=log-range_GROUP=8_CRIT=gini,-1.7027395869954305,0.0939811032521982,0,0.6924037760276237,0.6988456720845141,0.0143284930209018,0.0149694546684034,"[0.6643, 0.7205]","[0.6695, 0.7282]","['F=cate2', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate2,log-range,8,,gini
F=cate2_T=log-range_GROUP=8_CRIT=log-loss,-1.68138229502824,0.0980871745275324,0,0.6932418205264528,0.6989334507633264,0.0135113525614251,0.0126967855118923,"[0.6668, 0.7197]","[0.6740, 0.7238]","['F=cate2', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate2,log-range,8,,log-loss
F=cate2_T=log-range_GROUP=8_CRIT=random,-1.5107655751813085,0.1363487763882197,0,0.6934267540138241,0.6983967009114428,0.0134518874678122,0.0119878302538453,"[0.6671, 0.7198]","[0.6749, 0.7219]","['F=cate2', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate2,log-range,8,,random
F=cate2_T=range_GROUP=8_CRIT=entropy,-1.3592171044384784,0.1793426962462032,0,0.69242131748302,0.6979150998778031,0.0158453420475184,0.0154605033204686,"[0.6614, 0.7235]","[0.6676, 0.7282]","['F=cate2', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate2,range,8,,entropy
F=cate2_T=range_GROUP=8_CRIT=gini,-1.7163026239162629,0.0914462786039969,0,0.6925606179700375,0.6979506434896704,0.012294180976987,0.0120304950299678,"[0.6685, 0.7167]","[0.6744, 0.7215]","['F=cate2', 'T=range', 'GROUP=8', 'CRIT=gini']",cate2,range,8,,gini
F=cate2_T=range_GROUP=8_CRIT=log-loss,-1.655396729980385,0.1032983927660208,0,0.6894539061105983,0.6949724079451356,0.0135343727253856,0.0122562652622065,"[0.6629, 0.7160]","[0.6710, 0.7190]","['F=cate2', 'T=range', 'GROUP=8', 'CRIT=log-loss']",cate2,range,8,,log-loss
F=cate2_T=range_GROUP=8_CRIT=random,-1.7276237474813287,0.0893956725448234,0,0.6898203341877053,0.6948062103216383,0.011498935130213,0.0108461864346447,"[0.6673, 0.7124]","[0.6735, 0.7161]","['F=cate2', 'T=range', 'GROUP=8', 'CRIT=random']",cate2,range,8,,random
F=cate3-recc_T=freq_GROUP=8_CRIT=entropy,36.006197541942264,3.5951531884965913e-41,1,0.2344038086242313,0.1253890186718395,0.0122260815383291,0.0112038397001962,"[0.2104, 0.2584]","[0.1034, 0.1473]","['F=cate3-recc', 'T=freq', 'GROUP=8', 'CRIT=entropy']",cate3-recc,freq,8,,entropy
F=cate3-recc_T=freq_GROUP=8_CRIT=gini,35.92903929174263,4.054556571776632e-38,1,0.238784748505866,0.1248566056297613,0.0143033020403146,0.0098517885728918,"[0.2108, 0.2668]","[0.1055, 0.1442]","['F=cate3-recc', 'T=freq', 'GROUP=8', 'CRIT=gini']",cate3-recc,freq,8,,gini
F=cate3-recc_T=freq_GROUP=8_CRIT=log-loss,32.40979141247583,1.897990254249904e-34,1,0.2371908875331554,0.1246436396295558,0.0161786917900812,0.0100012461090561,"[0.2055, 0.2689]","[0.1050, 0.1442]","['F=cate3-recc', 'T=freq', 'GROUP=8', 'CRIT=log-loss']",cate3-recc,freq,8,,log-loss
F=cate3-recc_T=freq_GROUP=8_CRIT=random,37.92187109552725,4.132212575692108e-42,1,0.2353511723371188,0.1243714753308931,0.0120767592614885,0.0105399318621046,"[0.2117, 0.2590]","[0.1037, 0.1450]","['F=cate3-recc', 'T=freq', 'GROUP=8', 'CRIT=random']",cate3-recc,freq,8,,random
F=cate3-recc_T=kmeans_GROUP=8_CRIT=entropy,-1.5529707801250354,0.1258966569631386,0,0.4628507321143171,0.470430509295376,0.0182312184704028,0.0195523907601535,"[0.4271, 0.4986]","[0.4321, 0.5088]","['F=cate3-recc', 'T=kmeans', 'GROUP=8', 'CRIT=entropy']",cate3-recc,kmeans,8,,entropy
F=cate3-recc_T=kmeans_GROUP=8_CRIT=gini,-1.826760899653231,0.0729601475106346,0,0.4681588089418724,0.4754826422426745,0.0164499345564811,0.0145467528948735,"[0.4359, 0.5004]","[0.4470, 0.5040]","['F=cate3-recc', 'T=kmeans', 'GROUP=8', 'CRIT=gini']",cate3-recc,kmeans,8,,gini
F=cate3-recc_T=kmeans_GROUP=8_CRIT=log-loss,-0.9635563204455364,0.3392720410333172,0,0.4703285432352003,0.4742134881886087,0.0153882498075854,0.0158393129116632,"[0.4402, 0.5005]","[0.4432, 0.5053]","['F=cate3-recc', 'T=kmeans', 'GROUP=8', 'CRIT=log-loss']",cate3-recc,kmeans,8,,log-loss
F=cate3-recc_T=kmeans_GROUP=8_CRIT=random,-2.0350431803442617,0.0464905025543677,-1,0.4559094741507216,0.4630085420871932,0.012683452126944,0.014289873196907,"[0.4310, 0.4808]","[0.4350, 0.4910]","['F=cate3-recc', 'T=kmeans', 'GROUP=8', 'CRIT=random']",cate3-recc,kmeans,8,,random
F=cate3-recc_T=log-range_GROUP=8_CRIT=entropy,-3.901129855016416,0.0002528865626762,-1,0.6858372155269361,0.6980229766285722,0.0115980139418611,0.0125778217504542,"[0.6631, 0.7086]","[0.6734, 0.7227]","['F=cate3-recc', 'T=log-range', 'GROUP=8', 'CRIT=entropy']",cate3-recc,log-range,8,,entropy
F=cate3-recc_T=log-range_GROUP=8_CRIT=gini,-2.9260022242534607,0.0049153163446612,-1,0.6877052980710954,0.6996083919496743,0.0166240743332291,0.0148360580449232,"[0.6551, 0.7203]","[0.6705, 0.7287]","['F=cate3-recc', 'T=log-range', 'GROUP=8', 'CRIT=gini']",cate3-recc,log-range,8,,gini
F=cate3-recc_T=log-range_GROUP=8_CRIT=log-loss,-3.2509288986468623,0.0019202696286981,-1,0.6883129204349,0.6985545293269343,0.012513995459041,0.0118803909826925,"[0.6638, 0.7128]","[0.6753, 0.7218]","['F=cate3-recc', 'T=log-range', 'GROUP=8', 'CRIT=log-loss']",cate3-recc,log-range,8,,log-loss
F=cate3-recc_T=log-range_GROUP=8_CRIT=random,-3.157143382195508,0.0025297283731689,-1,0.6843401856359693,0.6942225886509749,0.0123614973025064,0.0118799309053895,"[0.6601, 0.7086]","[0.6709, 0.7175]","['F=cate3-recc', 'T=log-range', 'GROUP=8', 'CRIT=random']",cate3-recc,log-range,8,,random
F=cate3-recc_T=range_GROUP=8_CRIT=entropy,-3.60895816494365,0.0006424566276915,-1,0.6864579557261993,0.6977162101527181,0.0123210547679658,0.0118378922240728,"[0.6623, 0.7106]","[0.6745, 0.7209]","['F=cate3-recc', 'T=range', 'GROUP=8', 'CRIT=entropy']",cate3-recc,range,8,,entropy
