,0,1,2,3,4,5,6,7,8,9
RBF SVM,"(0.8312186095691251, 0.8354307267141892)","(0.8409805977975878, 0.838001872947759)","(0.839787798408488, 0.8365892979918917)","(0.8373446178259719, 0.838046211510177)","(0.8321962739438468, 0.8371180230283052)","(0.8281868566904196, 0.8372184063489804)","(0.8383029029292001, 0.836889358017956)","(0.8396865453579493, 0.8386530709034858)","(0.8406026962727994, 0.8372024056654133)","(0.8432069510268563, 0.838007043172036)"
